letter,question,answer,difficulty
ث,عنصر مشع يستخدم كوقود بديل وأكثر أماناً من اليورانيوم في المفاعلات النووية المستقبلية؟,ثوريوم,متوسط
ث,حيوان ماكر جداً يظهر في الكثير من الأساطير والحكايات كرمز للخداع والذكاء والدهاء؟,ثعلب,متوسط
ث,ثورة شعبية دموية وشهيرة اندلعت عام 1789م وأسقطت الملكية المطلقة وأسست للجمهورية؟,ثورة فرنسية,متوسط
ث,مبنى عسكري محصن أو معسكر مغلق مخصص لإقامة الجنود وتخزين الأسلحة والتدريب الصارم؟,ثكنة,متوسط
ج,إمبراطورية عظمى بناها المغول واجتاحت نصف العالم بقيادة مؤسسها المرعب والقاسي؟,جنكيز خان,متوسط
ج,لغة برمجة شهيرة جداً تستخدم بكثرة في تطوير تطبيقات الويب والواجهات التفاعلية للمستخدم؟,جافا سكريبت,متوسط
ج,العلم الدقيق الذي يدرس الكروموسومات وكيفية انتقال الصفات من الآباء للأبناء عبر الأجيال؟,جينات,متوسط
ج,القوة الفيزيائية الخفية التي تمنعنا من الطفو في الهواء وتجذبنا باستمرار نحو مركز الأرض؟,جاذبية,متوسط
ج,مؤسس شركة أبل وأحد أهم العباقرة الذين غيروا شكل التكنولوجيا والهواتف الذكية في العالم؟,جوبز,متوسط
ج,حالة طبية خطيرة ومفاجئة تحدث عندما يتوقف تدفق الدم إلى جزء من عضلة القلب أو الدماغ؟,جلطة,متوسط
ج,عالم إيطالي شهير حكمت عليه الكنيسة بالإقامة الجبرية لقوله وتأكيده بأن الأرض تدور حول الشمس؟,جاليليو,متوسط
ج,حالة فيزيائية لتجمد وتصلب المياه في المناطق القطبية أو المرتفعة جداً مكونة جبالاً بيضاء صلبة؟,جليد,متوسط
ح,مركب كيميائي معقد جداً يحمل الشفرة الوراثية وتفاصيل بناء الكائن الحي بالكامل ويسمى الـ؟,حمض نووي,متوسط
ح,خيوط بروتينية قوية جداً تفرزها عناكب معينة وتعتبر أصلب من الفولاذ بنفس السماكة والوزن؟,حرير العناكب,متوسط
ح,حضارة قديمة وقوية ظهرت في الأناضول واكتشفت سر صهر الحديد واستخدامه في الأسلحة قديماً؟,حيثيون,متوسط
ح,بقايا وآثار كائنات حية قديمة كديناصورات انقرضت وحُفظت هياكلها داخل الصخور لملايين السنين؟,حفريات,متوسط
ح,حالة نفسية وعاطفية يشعر فيها الإنسان بالانكسار والاكتئاب نتيجة فقدان عزيز أو خيبة أمل كبرى؟,حزن,متوسط
ح,أضخم حيوان عاش على وجه الأرض عبر التاريخ ويمتلك قلباً بحجم سيارة صغيرة وعروقاً تسبح فيها؟,حوت أزرق,متوسط
ح,صراع سياسي وعسكري واستخباراتي غير مباشر استمر لعقود بين الولايات المتحدة والاتحاد السوفيتي؟,حرب باردة,متوسط
ح,جهاز إلكتروني متطور يعالج البيانات بسرعات فائقة ويستخدم نظام العد الثنائي (الصفر والواحد)؟,حاسوب,متوسط
ح,عضو في الجهاز التنفسي للإنسان يحتوي على الأحبال الصوتية المعقدة والمسؤولة عن إصدار الكلام؟,حنجرة,متوسط
خ,مرض وراثي خطير يصيب الدم ويجعل خلايا الدم الحمراء تأخذ شكل الهلال وتفقد مرونتها في الشرايين؟,خلايا منجلية,متوسط
خ,عالم مسلم عبقري أسس علم الجبر واخترع الصفر ونظام الأرقام المستخدم عالمياً حتى اليوم؟,خوارزمي,متوسط
خ,ظاهرة فلكية تحدث عندما تقع الأرض بين الشمس والقمر فتحجب نور الشمس عنه وتجعله مظلماً؟,خسوف,متوسط
خ,خيوط رفيعة وقوية جداً تستخدم في الطب لخياطة الجروح العميقة وربط الأنسجة المقطوعة ليلتئم اللحم؟,خيوط جراحية,متوسط
خ,مادة صلبة وتاريخية تصنع من الطين المحروق بدرجات حرارة عالية وتستخدم في صناعة التحف البديعة؟,خزف,متوسط
خ,حيوان ثديي وبرمائي غريب جداً يعيش في أستراليا، يمتلك منقاراً كالبط ويضع البيض ولا يلد؟,خلد الماء,متوسط
خ,خط وهمي أفقي يحيط بالكرة الأرضية ويقسمها نصفين متساويين وتكون درجة الحرارة عنده مرتفعة دائماً؟,خط الاستواء,متوسط
خ,الخلايا الحساسة التي تنقل الإشارات الكهربائية والمعلومات بين الدماغ وأعضاء الجسم بسرعة فائقة؟,خلايا عصبية,متوسط
خ,ممارسة سحرية وفلسفية قديمة سعت واهمة لتحويل المعادن الرخيصة كالرصاص إلى ذهب خالص؟,خيمياء,متوسط
د,نظام حكم سياسي يعتمد على الشورى وصناديق الاقتراع حيث يختار الشعب من يمثله ويحكمه بحرية؟,ديمقراطية,متوسط
د,"فيلسوف ورياضي فرنسي وضع أسس الهندسة التحليلية وصاحب المقولة الخالدة ""أنا أفكر إذن أنا موجود""؟",ديكارت,متوسط
د,"ناقل عصبي كيميائي يفرزه الدماغ ويسمى ""هرمون السعادة"" ويرتبط ارتباطاً وثيقاً بالشعور بالمكافأة والإنجاز؟",دوبامين,متوسط
د,أضخم الزواحف المنقرضة والمفترسة التي سيطرت على الأرض لملايين السنين قبل أن يمحيها نيزك هائل؟,ديناصورات,متوسط
د,سائل أحمر لزج، الحياة بدونه مستحيلة، يمتلك فصائل ولا يمتلك قبائل، ويضخه القلب بلا توقف؟,دم,متوسط
د,فن وحنكة إدارة العلاقات الدولية والمفاوضات المعقدة بين الدول لحل النزاعات بطرق سلمية وراقية؟,دبلوماسية,متوسط
د,نظام حكم فردي وقمعي تتركز فيه كل السلطات بيد شخص واحد أو طغمة عسكرية ولا يسمح بوجود معارضة؟,دكتاتورية,متوسط
د,كائن بحري ثديي، شديد الذكاء والمرح، ينقذ الغرقى أحياناً ويعتبر من أقرب وأوفى أصدقاء الإنسان في البحر؟,دولفين,متوسط
د,الوثيقة القانونية والأساسية العليا التي تنظم شكل الدولة وصلاحيات سلطاتها وحقوق مواطنيها فوق كل قانون؟,دستور,متوسط
ذ,فرع متقدم من علوم الحاسب يهدف لبرمجة الآلات لتحاكي التفكير والاستنتاج البشري وتتعلم من تلقاء نفسها؟,ذكاء اصطناعي,متوسط
ذ,أصغر وحدة بناء أساسية في المادة، وإذا انشطرت داخل المفاعلات ولدت طاقة هائلة قادرة على تدمير مدن كاملة؟,ذرة,متوسط
ذ,مرض واضطراب عقلي شديد ومزمن يفصل المريض عن الواقع ويجعله يعيش في هلاوس وأوهام مخيفة لا وجود لها؟,ذهان,متوسط
