letter,question,answer
ح,الأراضي الزراعية الواسعة والممتدة التي تزرع فيها المحاصيل كالقمح والذرة؟,حقول
ح,الموقف السياسي الذي تتخذه الدولة بعدم التدخل والانحياز لأي طرف في النزاعات الدولية؟,حياد
ح,تطويق مدينة أو قلعة بالجيوش من كل الجهات لمنع الإمدادات عنها وإجبارها على الاستسلام؟,حصار
ح,المعاهدة والاتفاق الرسمي بين دولتين أو قبيلتين للتعاون المشترك والدفاع المتبادل؟,حلف
ح,المانع المادي أو المعنوي الذي يفصل بين شيئين أو يمنع العبور من خلاله؟,حاجز
ح,المركبة البرية الكبيرة المخصصة لنقل عدد كبير من الركاب في النقل العام؟,حافلة
ح,المنع من الحصول على شيء مستحق أو مرغوب فيه كـ المنع من الميراث أو التعليم؟,حرمان
خ,نبات عطري يتميز بأزهاره البنفسجية الفاتحة ورائحته المهدئة ويستخدم في صناعة أفخر العطور؟,خزامى
خ,الثدييات الطائرة الوحيدة التي تنشط ليلاً وتنام مقلوبة وتعتمد على صدى الصوت؟,خفافيش
خ,المسطحات المائية المتوغلة داخل اليابسة وتعتبر مرافئ طبيعية للسفن؟,خلجان
خ,الأسلحة البيضاء القصيرة والمقوسة التي تلبس للزينة أو تستخدم للطعن من مسافة قريبة؟,خناجر
خ,الحرفي المتخصص في أخذ المقاسات وقص الأقمشة وخياطتها لتفصيل الملابس؟,خياط
خ,التخلي عن الصديق وعدم نصرته وقت الحاجة الماسة وتخييب آماله وثقته بك؟,خذلان
خ,الخضوع التام والسكينة والتذلل لله عز وجل أثناء الصلاة والدعاء؟,خشوع
خ,عملية نقل ملكية الشركات والمؤسسات الحكومية إلى القطاع الخاص لتحسين كفاءتها؟,خصخصة
خ,الرسومات التوضيحية الورقية أو الرقمية التي تبين تضاريس الأرض وحدود الدول والطرق؟,خرائط
خ,المادة الملونة التي تستخدم لتلوين الشعر أو النقش على اليدين كالحناء وتسمى؟,خضاب
خ,المساكن المتنقلة المصنوعة من القماش والوبر والتي تنصب في الصحاري والرحلات؟,خيام
خ,الأغطية الصلبة والمتينة التي يرتديها الجنود أو سائقو الدراجات لحماية رؤوسهم؟,خوذات
خ,النوع من الأدب والأفلام الذي يتحدث عن الفضاء والمخلوقات الفضائية والتكنولوجيا المستقبلية يسمى؟,خيال علمي
خ,الشخص الذي لم يوفق في التجارة أو الرياضة ولم يحقق الفوز والمكسب؟,خاسر
خ,الشخص المتمرس وصاحب التجربة الطويلة والعميقة في مجال علمي أو مهني محدد؟,خبير
د,الصفائح المعدنية القوية التي يمسكها المحاربون بأيديهم لصد ضربات السيوف والسهام؟,دروع
د,الجزء الخلفي والمغمور في السفينة والذي يتحكم في توجيهها وتغيير مسارها يميناً ويساراً؟,دفة
د,الشخص المحتال والمخادع الذي يدعي المعرفة والصلاح ويقوم بأعمال السحر والشعوذة ليخدع الناس؟,دجال
د,المبنى الديني المنعزل الذي يسكنه الرهبان والراهبات للتعبد والابتعاد عن الحياة المادية؟,دير
د,الوثائق القانونية العليا التي تحدد نظام الحكم وقوانين الدول وتخضع لها جميع التشريعات؟,دساتير
د,الكتب الصغيرة المكونة من أوراق مسطرة والمخصصة للكتابة وتدوين الملاحظات والدروس؟,دفاتر
د,الممر الضيق والطويل داخل المباني والمنازل والذي يربط بين الغرف المختلفة؟,دهليز
د,الزواحف المنقرضة والعملاقة التي حكمت الأرض لملايين السنين قبل ظهور البشر؟,ديناصورات
د,الثدييات البحرية شديدة الذكاء والمرحة التي تعتبر صديقة للإنسان؟,دلافين
د,قطرة الماء المالحة التي تفيض من العين نتيجة البكاء من الحزن أو الفرح؟,دمع
د,القطعة المعدنية الصغيرة ذات الرأس المدبب المستخدمة في تثبيت الأوراق والملابس؟,دبوس
د,الطلب والادعاء الرسمي الذي يرفعه شخص ضد آخر في المحكمة للمطالبة بحق مسلوب؟,دعوى
د,الحافز النفسي أو السبب الخفي الذي يجعل الإنسان يتصرف بطريقة معينة أو يرتكب فعلاً ما؟,دافع
د,الشخص الغريب الذي يقتحم ويدخل على مجموعة أو مجتمع ليس منهم ولا ينتمي إليهم؟,دخيل
د,الأعمدة والركائز الأساسية التي ترفع البناء وتثبته وتطلق مجازاً على أسس المجتمع؟,دعائم
ذ,اللون أو الشيء المصنوع من المعدن النفيس الأصفر البراق ويقال عنه شيء؟,ذهبي
ذ,العقل وقوة الإدراك والقدرة على التفكير والاستيعاب ويقال فلان حاضر الـ؟,ذهن
ذ,الحيوانات المفترسة التي تعوي ليلاً وتصطاد في قطعان وتشبه الكلاب البرية؟,ذئاب
ذ,الخوف الشديد والفزع الجماعي الذي يصيب الناس فجأة عند وقوع كارثة أو سماع صوت مدو؟,ذعور
ذ,الأبناء والأحفاد والنسل الذي يمتد من أصل الإنسان ويقال اللهم بارك في؟,ذرية
ذ,الطرفان العلويان في جسم الإنسان اللذان يمتدان من الكتف إلى أطراف الأصابع؟,ذراعان
ذ,الشخص الخبير والذي يمتلك حساً عالياً في تذوق الأطعمة والمشروبات وتقييم جودتها؟,ذواق
ذ,الأجزاء السفلية والبارزة من الوجوه والتي ينبت فيها شعر اللحية عند الرجال؟,ذقون
ذ,الأطراف الخلفية المتدلية لبعض الحيوانات كالخيول والقطط والتي تستخدم للتوازن؟,ذيول
ذ,الحشرات الطائرة والمزعجة جداً التي تتكاثر في الصيف وتنقل الأمراض؟,ذبابات
ذ,الخطأ الأخلاقي أو المعصية التي يرتكبها الإنسان ويشعر بعدها بالندم وتأنيب الضمير؟,ذنب
